tipo_credito,capital_prestado,plazo_meses,edad_cliente,tipo_laboral,salario_cliente,total_otros_prestamos,cuota_pactada,puntaje,puntaje_datacredito,cant_creditosvigentes,huella_consulta,saldo_mora,saldo_total,saldo_principal,saldo_mora_codeudor,creditos_sectorFinanciero,creditos_sectorCooperativo,creditos_sectorReal,promedio_ingresos_datacredito,tendencia_ingresos,Pago_atiempo,año_prestamo,mes_prestamo,dia_prestamo,dia_semana
4,8649999.6,6,50,0,1.9020741301227342,1.1493333333333333,1301985,95.227787,812.0,7,3,0.0,102377.0,11843.0,0.0,4,0,2,333135.0,Decreciente,1,2025,8,18,0
4,1905153.5999999999,6,46,0,0.6954567203373799,0.6666666666666666,282256,95.227787,798.0,8,1,0.0,13222.0,10659.0,0.0,0,3,0,1204496.0,Desconocido,1,2025,1,9,3
4,2301030.0,10,42,0,2.642735537282044,-0.6666666666666666,213136,95.227787,782.0,8,5,0.0,63456.0,63456.0,0.0,3,0,4,1204496.0,Desconocido,1,2025,4,12,5
4,1199880.0,6,39,1,-0.625911048303642,-0.3333333333333333,178377,95.227787,834.0,3,0,0.0,39.0,39.0,0.0,1,0,0,1023333.0,Creciente,1,2025,4,8,1
4,1806840.0,6,62,1,-0.660683884320511,-0.3333333333333333,268172,95.227787,812.0,5,0,0.0,797.0,797.0,0.0,2,0,0,1136219.0,Creciente,1,2024,12,28,5
4,1499640.0,12,57,0,0.34772836016868997,0.26666666666666666,117664,95.227787,828.0,8,2,0.0,79078.0,58662.0,0.0,3,1,1,908526.0,Estable,1,2025,1,10,4
4,3516000.0,6,53,0,2.4340985211808297,1.3333333333333333,522198,95.227787,724.0,5,3,0.0,235751.0,235751.0,0.0,2,0,2,916841.0,Creciente,1,2025,2,17,0
4,2014699.2,10,55,0,-0.556365376269904,-0.26666666666666666,186892,95.227787,800.0,1,2,0.0,1409.0,1409.0,0.0,0,0,1,1204496.0,Desconocido,1,2025,2,18,1
9,1084186.8,5,59,0,0.34772836016868997,0.6666666666666666,175581,95.227787,677.0,3,0,132.0,15286.0,15286.0,0.0,2,0,1,1204496.0,Desconocido,1,2024,12,5,3
4,3350161.1999999997,12,38,1,0.17386418008434498,-0.3333333333333333,263530,95.227787,856.0,4,4,0.0,56602.0,56602.0,0.0,2,0,0,3118405.0,Creciente,1,2025,2,26,2
4,5230200.0,12,42,0,0.6954567203373799,0.0,410396,95.227787,820.0,7,2,0.0,668.0,668.0,0.0,1,0,2,908526.0,Estable,1,2024,12,18,2
4,2254020.0,6,42,0,1.0431850805060698,0.8,335012,58.597591,772.0,5,9,0.0,36004.0,995.0,0.0,2,0,0,908526.0,Estable,0,2025,3,22,5
9,1269000.0,7,41,0,0.6954567203373799,0.6666666666666666,150036,95.227787,734.0,23,5,0.0,222010.0,222010.0,0.0,13,0,6,3917774.0,Creciente,1,2025,5,23,4
4,1712499.5999999999,12,41,0,0.34772836016868997,1.3333333333333333,134764,95.227787,758.0,7,9,0.0,37776.0,18957.0,0.0,4,0,1,294430.0,Decreciente,1,2025,4,4,4
9,442560.0,2,47,0,0.6954567203373799,0.6666666666666666,174626,95.227787,757.0,1,8,0.0,53.0,53.0,0.0,0,0,1,1204496.0,Desconocido,1,2025,5,28,2
4,2019600.0,6,64,1,0.0,0.0,299446,95.227787,874.0,1,3,0.0,0.0,0.0,0.0,1,0,0,1033825.0,Creciente,1,2025,8,10,6
4,3600000.0,8,55,0,0.0,0.6666666666666666,413020,95.227787,814.0,5,3,0.0,8817.0,8817.0,0.0,2,0,2,1204496.0,Desconocido,1,2025,7,4,4
4,636000.0,6,65,0,-0.7113607723464154,0.08466666666666667,95739,95.227787,868.0,5,9,0.0,16556.0,16556.0,0.0,5,0,0,954263.0,Creciente,1,2025,8,10,6
4,3810308.4,12,55,1,0.0,0.0,297986,95.227787,788.0,9,3,0.0,51322.0,51322.0,0.0,2,1,4,992011.0,Decreciente,1,2024,12,30,0
4,1534020.0,6,53,0,-0.3164328077535079,-0.6666666666666666,230921,95.227787,782.0,1,1,0.0,0.0,0.0,0.0,0,0,0,1204496.0,Desconocido,1,2025,8,11,0
4,3661855.1999999997,6,61,0,4.172740322024279,1.3333333333333333,545699,84.730786,805.0,5,6,0.0,34467.0,34467.0,0.0,4,0,0,1204496.0,Desconocido,1,2025,5,5,0
4,1929480.0,6,49,1,1.321367768641022,1.0,286841,95.227787,801.0,6,3,0.0,82874.0,82874.0,0.0,4,0,1,31156.0,Creciente,1,2025,4,5,5
9,1269000.0,5,65,0,0.6954567203373799,0.6666666666666666,205990,-15.473246,871.0,4,8,0.0,115382.0,115382.0,0.0,2,0,1,1204496.0,Desconocido,0,2025,4,23,2
9,3586916.4,9,41,0,0.278182688134952,0.4,335308,95.227787,723.0,18,3,0.0,86990.0,86990.0,0.0,15,0,2,2021403.0,Decreciente,1,2025,2,13,3
9,878880.0,3,60,0,0.6954567203373799,0.6666666666666666,233237,95.227787,831.0,2,2,0.0,89.0,89.0,0.0,0,0,1,2630127.0,Decreciente,1,2025,3,20,3
9,1269000.0,5,41,0,0.6954567203373799,0.6666666666666666,205990,89.2295,751.0,11,5,0.0,38278.0,38278.0,0.0,7,0,1,1043410.0,Creciente,1,2025,4,30,2
9,878880.0,2,38,0,0.34772836016868997,0.6666666666666666,346587,95.227787,779.0,10,7,0.0,100471.0,100471.0,0.0,5,1,2,931394.0,Creciente,1,2025,4,5,5
4,2349480.0,12,56,0,0.6954567203373799,0.13333333333333333,184891,95.227787,867.0,2,3,0.0,4701.0,4701.0,0.0,1,1,0,908526.0,Estable,1,2025,4,13,6
9,719785.2,8,50,0,0.6954567203373799,0.6666666666666666,75201,91.410695,794.0,9,8,0.0,50113.0,50113.0,0.0,5,1,2,954263.0,Creciente,1,2025,7,3,3
4,3105240.0,6,43,0,2.4340985211808297,2.6666666666666665,460102,89.979287,769.0,10,5,0.0,25909.0,23476.0,0.0,4,0,1,1516832.0,Creciente,1,2025,1,26,6
9,821208.0,2,20,0,0.6954567203373799,0.6666666666666666,324034,95.227787,767.0,7,4,0.0,21034.0,18993.0,0.0,2,0,3,954263.0,Creciente,1,2025,5,25,6
4,3931081.1999999997,12,65,1,3.1295552415182097,1.0,272992,95.227787,878.0,4,2,0.0,157.0,157.0,0.0,2,0,0,916148.0,Creciente,1,2025,1,10,4
9,1269000.0,2,53,0,0.6954567203373799,0.6666666666666666,500578,95.227787,819.0,7,10,0.0,24602.0,21367.0,0.0,4,0,2,933473.0,Creciente,1,2025,5,10,5
4,779880.0,24,65,0,-0.5215925402530349,-0.43333333333333335,34172,95.227787,811.0,4,1,0.0,2648.0,2648.0,0.0,0,0,1,1204496.0,Desconocido,1,2025,2,1,5
4,3279120.0,12,62,1,4.172740322024279,3.3333333333333335,227717,95.227787,883.0,5,3,0.0,1477.0,1477.0,0.0,4,0,0,14708111.0,Creciente,1,2025,1,22,2
4,1633020.0,6,51,0,0.6954567203373799,0.6666666666666666,242783,95.227787,865.0,7,3,0.0,31165.0,31165.0,0.0,5,0,1,939017.0,Creciente,1,2025,5,2,4
9,2909440.8,10,65,0,0.6954567203373799,1.3333333333333333,246765,95.227787,430.0,13,2,366.0,50549.0,50549.0,0.0,10,0,2,1204496.0,Desconocido,1,2025,1,1,2
9,2113460.4,10,45,0,0.0,0.3333333333333333,179725,95.227787,841.0,6,2,0.0,15726.0,15726.0,0.0,2,1,1,939017.0,Creciente,1,2025,5,4,6
4,2340000.0,12,37,1,0.034772836016869,-0.5333333333333333,183599,95.227787,737.0,3,10,0.0,27267.0,27267.0,0.0,2,0,0,3021448.0,Creciente,1,2025,1,11,5
9,2079050.4,9,67,0,0.0,0.13333333333333333,194165,95.227787,876.0,3,2,0.0,0.0,0.0,0.0,3,0,0,908526.0,Estable,1,2025,2,3,0
9,677718.0,10,68,1,-1.0431850805060698,-0.6666666666666666,57390,95.227787,799.0,1,1,0.0,71240.0,71240.0,0.0,1,0,0,2711627.0,Creciente,1,2024,12,6,4
9,3511209.6,10,66,1,2.1663476838509386,2.6586666666666665,302040,95.227787,820.0,14,3,0.0,163618.0,163618.0,0.0,10,0,0,969508.0,Creciente,1,2025,9,10,2
9,4949838.0,11,45,0,0.34772836016868997,0.6666666666666666,389741,92.228643,868.0,7,2,0.0,65631.0,65631.0,0.0,3,2,0,923771.0,Creciente,1,2025,3,6,3
9,2407514.4,10,67,1,-0.34772836016868997,0.3333333333333333,204194,95.227787,761.0,4,0,0.0,29817.0,29817.0,0.0,2,0,2,1204496.0,Desconocido,1,2025,1,15,2
9,878880.0,8,63,0,0.6954567203373799,0.6666666666666666,91585,95.227787,819.0,8,3,0.0,157476.0,108281.0,0.0,1,3,4,1204496.0,Desconocido,1,2025,2,22,5
9,1653325.2,9,43,0,-0.34772836016868997,0.4666666666666667,154185,95.227787,789.0,1,2,0.0,39.0,39.0,0.0,0,0,0,1204496.0,Desconocido,1,2024,12,4,2
9,4541006.399999999,9,42,1,0.6954567203373799,0.6666666666666666,424091,95.227787,823.0,3,2,0.0,35257.0,18477.0,0.0,1,1,0,30285.0,Decreciente,1,2025,1,10,4
4,3623280.0,6,43,1,-0.8325545377160088,1.8646666666666667,542685,95.227787,805.0,3,4,0.0,49124.0,49124.0,0.0,0,0,3,605733.0,Creciente,1,2025,8,11,0
9,2896401.6,9,41,0,0.8693209004217249,1.0,270499,95.227787,853.0,14,5,0.0,190093.0,19999.0,0.0,12,0,1,1755606.0,Estable,1,2025,1,19,6
4,4032000.0,6,38,0,-0.6954567203373799,0.10533333333333333,603902,89.979287,760.0,4,1,0.0,31320.0,31320.0,0.0,1,1,1,1000000.0,Estable,1,2025,7,22,1
4,1582800.0,6,63,0,-0.43466045021086247,-0.43866666666666665,243484,95.227787,792.0,2,6,0.0,812.0,812.0,0.0,1,0,1,1013333.0,Creciente,1,2026,1,23,4
9,1183716.0,9,62,0,0.17386418008434498,0.6666666666666666,110549,95.227787,889.0,3,2,0.0,18080.0,18080.0,0.0,1,0,2,1204496.0,Desconocido,1,2025,2,8,5
9,3417370.8,9,42,0,2.4340985211808297,2.0,319458,95.227787,771.0,7,5,0.0,9950.0,9950.0,0.0,0,0,5,2128000.0,Estable,1,2025,2,16,6
9,3019130.4,9,42,0,1.0431850805060698,3.0,282366,95.227787,834.0,7,4,0.0,66544.0,66544.0,0.0,5,0,1,1242500.0,Creciente,1,2025,3,27,3
9,2642703.6,10,47,0,0.17386418008434498,0.6666666666666666,224966,95.227787,830.0,3,4,0.0,21939.0,21939.0,0.0,2,0,1,1000000.0,Decreciente,1,2025,6,5,3
9,5277316.8,9,68,0,0.17386418008434498,-0.6666666666666666,493328,95.227787,886.0,2,3,0.0,3681.0,3681.0,0.0,2,0,0,1204496.0,Desconocido,1,2025,3,12,2
9,413592.0,6,41,1,0.6954567203373799,0.6666666666666666,56513,95.227787,732.0,9,9,0.0,84022.0,84022.0,0.0,6,0,2,826757.0,Creciente,1,2025,5,18,6
9,5975440.8,11,42,0,0.6189564811002681,0.15133333333333332,476119,95.227787,831.0,8,3,0.0,92351.0,92351.0,0.0,5,0,0,1500000.0,Creciente,1,2025,10,13,0
9,1864176.0,11,40,0,0.0,0.3333333333333333,145286,95.227787,825.0,7,2,0.0,29995.0,29995.0,0.0,5,0,0,200000.0,Decreciente,1,2025,4,7,0
4,1701202.8,12,40,1,-0.312955524151821,0.0,134481,95.227787,835.0,3,7,0.0,38848.0,38848.0,0.0,1,1,1,2997521.0,Decreciente,1,2025,3,2,6
4,420000.0,18,45,1,0.243409852118083,0.5333333333333333,23983,95.227787,731.0,13,7,0.0,9660.0,9660.0,0.0,6,0,5,1204496.0,Desconocido,1,2025,6,9,0
4,639600.0,6,62,0,-0.09249574380487154,-0.6666666666666666,96378,95.227787,839.0,1,1,0.0,0.0,0.0,0.0,1,0,0,1204496.0,Desconocido,1,2025,7,26,5
4,3600000.0,36,42,1,-0.17386418008434498,0.0,116567,95.227787,827.0,3,2,0.0,5115.0,5115.0,0.0,2,0,0,908526.0,Estable,1,2024,12,11,2
9,2429022.0,9,41,0,1.7386418008434499,1.3333333333333333,226524,95.227787,844.0,4,3,0.0,36426.0,36426.0,0.0,3,1,0,1000000.0,Estable,1,2024,11,28,3
9,3387720.0,9,42,1,0.6954567203373799,0.6666666666666666,317596,95.227787,890.0,7,2,0.0,14526.0,14526.0,0.0,5,0,0,7423500.0,Creciente,1,2025,6,27,4
9,1249776.0,10,41,1,-0.34772836016868997,-0.13333333333333333,106279,95.227787,791.0,9,2,0.0,14791.0,14791.0,0.0,6,0,0,933473.0,Creciente,1,2025,4,23,2
9,1955869.2,10,41,1,-0.8164661896760841,-0.6666666666666666,165888,95.227787,883.0,7,0,0.0,35676.0,35676.0,0.0,3,0,1,1204496.0,Desconocido,1,2025,1,12,6
9,1421530.8,10,68,0,0.17386418008434498,0.13333333333333333,120568,95.227787,856.0,11,2,0.0,81188.0,62833.0,0.0,6,2,3,1204496.0,Desconocido,1,2025,1,29,2
9,2543582.4,9,40,0,0.6954567203373799,0.6666666666666666,238345,95.227787,825.0,9,4,0.0,60815.0,60815.0,0.0,3,0,1,871788.0,Creciente,1,2025,5,24,5
4,1530643.2,12,61,1,1.2170492605904148,0.6666666666666666,121344,95.227787,749.0,8,4,0.0,50651.0,50651.0,0.0,5,0,0,931394.0,Creciente,1,2025,4,17,3
4,1376400.0,12,57,1,-0.625911048303642,-0.3333333333333333,108136,89.2295,843.0,7,1,0.0,25835.0,12869.0,0.0,1,3,2,1159147.0,Decreciente,1,2025,2,17,0
4,669600.0,6,41,0,0.208637016101214,-0.3333333333333333,99948,95.227787,795.0,3,6,0.0,37627.0,37627.0,0.0,1,0,1,1204496.0,Desconocido,1,2025,4,1,1
9,1806945.5999999999,10,43,1,0.278182688134952,0.5333333333333333,153257,95.227787,829.0,5,4,0.0,30434.0,30434.0,0.0,4,1,0,2528216.0,Decreciente,1,2025,1,31,4
4,2068440.0,6,54,1,4.101552676673825,2.0646666666666667,311339,95.227787,871.0,8,3,0.0,213132.0,213132.0,0.0,5,0,1,14795278.0,Decreciente,1,2025,8,12,1
9,1674801.5999999999,10,59,0,1.7386418008434499,1.6666666666666667,142646,95.227787,920.0,6,4,0.0,106879.0,1586.0,0.0,6,0,0,4239337.0,Decreciente,1,2025,6,21,5
9,637281.6,9,64,1,-0.34772836016868997,0.3333333333333333,59659,95.227787,874.0,4,2,0.0,953.0,953.0,0.0,1,0,0,1204496.0,Desconocido,1,2025,4,20,6
4,552000.0,6,41,1,-0.45204686821929696,-0.5333333333333333,81845,95.227787,807.0,2,4,0.0,0.0,0.0,0.0,1,0,0,1023151.0,Creciente,1,2024,12,19,3
9,1055187.5999999999,10,66,0,1.0431850805060698,2.0,89590,95.227787,828.0,12,7,0.0,190322.0,169322.0,0.0,9,1,0,923771.0,Creciente,1,2025,3,8,5
9,799680.0,11,39,1,0.034772836016869,0.3333333333333333,62395,95.227787,794.0,3,3,0.0,1015.0,1015.0,0.0,0,0,1,1204496.0,Desconocido,1,2025,5,8,3
9,3388212.0,10,39,1,0.0,0.0,287825,95.227787,696.0,11,2,0.0,62754.0,62754.0,0.0,5,0,5,931763.0,Decreciente,1,2025,3,21,4
4,793506.0,12,59,1,-0.5215925402530349,-0.4666666666666667,62522,95.227787,823.0,1,4,0.0,433.0,433.0,0.0,0,0,1,923771.0,Creciente,1,2025,2,15,5
9,1439079.5999999999,11,60,1,0.6954567203373799,1.6666666666666667,112156,91.99794,815.0,3,4,0.0,3215.0,3215.0,0.0,0,0,2,991122.0,Creciente,1,2025,4,7,0
9,3823214.4,10,43,1,5.305639319453872,2.018666666666667,342742,95.227787,880.0,12,2,0.0,424640.0,120655.0,0.0,9,0,0,13719347.0,Creciente,1,2026,2,26,3
4,1611759.5999999999,6,42,0,-0.17386418008434498,0.4,241383,95.227787,731.0,2,3,0.0,1600.0,1600.0,0.0,1,0,0,1204496.0,Desconocido,1,2025,5,18,6
9,2536836.0,9,53,0,0.0,0.3333333333333333,237259,95.227787,771.0,5,9,0.0,84461.0,84461.0,0.0,3,0,0,1783333.0,Decreciente,1,2025,4,6,6
4,2065746.0,18,67,1,0.139091344067476,-0.39466666666666667,122030,95.227787,727.0,4,6,0.0,14926.0,14926.0,0.0,0,2,1,983368.0,Creciente,1,2025,10,17,4
9,3394948.8,9,43,1,0.6509474902357877,0.2826666666666667,331642,95.227787,856.0,5,3,0.0,80637.0,80637.0,0.0,4,0,1,3568025.0,Creciente,1,2026,2,6,4
9,2843659.1999999997,9,42,0,0.0,0.6666666666666666,269489,95.227787,825.0,5,2,0.0,9022.0,9022.0,0.0,3,0,0,1204496.0,Desconocido,1,2025,6,22,6
9,1411796.4,11,41,1,1.2170492605904148,1.0,111226,95.227787,850.0,7,5,0.0,87378.0,87378.0,0.0,6,0,1,9119911.0,Creciente,1,2025,3,28,4
4,1404000.0,10,37,1,0.17386418008434498,0.6666666666666666,129921,95.227787,774.0,2,1,0.0,0.0,0.0,0.0,0,0,0,3447484.0,Creciente,1,2025,2,9,6
9,1774891.2,10,63,0,0.0,0.3333333333333333,150301,95.227787,943.0,6,1,0.0,20406.0,0.0,0.0,0,1,3,1204496.0,Desconocido,1,2024,12,7,5
9,744115.2,9,37,1,-0.34772836016868997,0.26666666666666666,69727,95.227787,735.0,5,5,0.0,8384.0,1057.0,0.0,0,0,2,2868897.0,Creciente,1,2025,6,8,6
9,3846830.4,10,40,1,0.6342565289476906,0.42533333333333334,337499,95.227787,818.0,8,3,0.0,36056.0,36056.0,0.0,6,0,1,1084047.0,Creciente,1,2025,11,12,2
9,1784658.0,7,64,1,0.069545672033738,1.0,210192,95.227787,922.0,8,0,0.0,25339.0,25339.0,0.0,5,0,0,1204496.0,Desconocido,1,2024,12,4,2
4,1289400.0,6,61,1,-0.486819704236166,-0.2,192463,95.227787,838.0,4,5,0.0,11505.0,11505.0,0.0,2,1,1,2700459.0,Creciente,1,2025,4,19,5
9,3081804.0,4,68,1,-0.0069545672033738,-0.2786666666666667,631536,95.227787,848.0,6,2,0.0,30329.0,30329.0,0.0,4,0,0,992377.0,Creciente,1,2025,12,17,2
4,960000.0,6,62,0,0.0,0.03333333333333333,142489,95.227787,856.0,8,1,0.0,42809.0,40976.0,0.0,6,0,2,1204496.0,Desconocido,1,2025,1,23,3
9,3278569.1999999997,9,68,1,0.6954567203373799,0.6666666666666666,307951,95.227787,861.0,3,2,0.0,49.0,49.0,0.0,2,0,0,1204496.0,Desconocido,1,2025,7,25,4
9,2000076.0,10,67,0,-0.5215925402530349,-0.26666666666666666,170261,95.227787,882.0,3,1,0.0,917.0,917.0,0.0,3,0,0,1100000.0,Estable,1,2025,6,15,6
4,734400.0,6,62,0,-0.139091344067476,-0.36666666666666664,110397,95.227787,794.0,9,2,0.0,73820.0,73820.0,0.0,5,0,1,977131.0,Creciente,1,2025,6,22,6
4,1763880.0,6,56,1,0.5389789582614695,0.6666666666666666,262163,95.227787,712.0,9,6,0.0,37965.0,37965.0,0.0,4,0,2,3210392.0,Creciente,1,2025,3,19,2
4,1896000.0,12,57,0,0.0,-0.13333333333333333,149205,95.227787,771.0,7,2,0.0,14163.0,13292.0,0.0,2,1,0,916148.0,Creciente,1,2025,1,16,3
9,8830670.4,9,46,0,-0.069545672033738,0.8666666666666667,825498,95.227787,748.0,18,6,0.0,439467.0,439467.0,0.0,13,0,3,1204496.0,Desconocido,1,2025,2,23,6
4,2328000.0,12,42,0,4.52046868219297,7.333333333333333,182670,-13.193985,762.0,10,7,0.0,185912.0,185912.0,0.0,7,0,1,860936.0,Decreciente,0,2024,12,7,5
4,4659840.0,6,39,1,3.1295552415182097,3.3333333333333335,690914,95.227787,706.0,3,2,0.0,2407.0,2407.0,0.0,2,0,0,5615070.0,Creciente,1,2025,1,23,3
4,600000.0,6,43,0,0.0,0.9333333333333333,88893,-5.102625,738.0,2,5,0.0,10910.0,10910.0,0.0,0,0,1,1204496.0,Desconocido,0,2025,1,7,1
4,1092960.0,8,40,1,-0.417274032202428,-0.3333333333333333,124065,95.227787,765.0,1,4,0.0,29.0,29.0,0.0,0,0,0,1196669.0,Creciente,1,2025,3,10,0
4,2067540.0,6,54,0,0.46943328622773145,0.23466666666666666,312676,95.227787,748.0,10,3,0.0,54426.0,54426.0,0.0,6,0,1,1536363.0,Creciente,1,2025,10,3,4
4,4152000.0,6,43,0,4.172740322024279,1.3333333333333333,617282,95.227787,775.0,3,5,0.0,67818.0,67818.0,0.0,2,0,0,32724.0,Creciente,1,2025,4,5,5
4,2952000.0,6,42,0,0.6954567203373799,0.3333333333333333,438153,89.979287,749.0,7,4,0.0,14043.0,14043.0,0.0,2,0,2,30285.0,Creciente,1,2024,12,2,0
4,2648520.0,8,55,1,1.4604591127084978,1.3333333333333333,300397,95.227787,748.0,3,5,0.0,23484.0,23484.0,0.0,2,0,1,7245404.0,Creciente,1,2025,2,15,5
4,1985520.0,6,55,1,-0.34772836016868997,-0.13333333333333333,294702,95.227787,848.0,3,2,0.0,6667.0,6667.0,0.0,1,0,0,3879984.0,Creciente,1,2024,12,9,0
